access_group_id,id,asset_id,set_type_code,set_type_size,found_in_api
6,ZPMTBL,dbs-web,text_plain,NT,no
6,ZPOTBL,dbs-web,text_format,NT,no
6,ZPOTBL,dbs-web,text_plain,NT,no
7,ZPQBTT,dbp-prod,text_plain,NT,no
7,ZPQBTT,dbp-prod,text_plain,NT,no
7,ZPQBTTP1DA,dbp-prod,audio,NTP,no
7,ZPQBTTP1DA,dbp-prod,audio,NTP,no
6,ZPQTBL,dbs-web,text_plain,NT,no
6,ZPQTBL,dbs-web,text_format,NT,no
6,ZPUTBL,dbs-web,text_plain,NT,no
6,ZPUTBL,dbs-web,text_format,NT,no
6,ZPVTBL,dbs-web,text_plain,NT,no
6,ZPVTBL,dbs-web,text_format,NT,no
6,ZPZTBL,dbs-web,text_plain,NT,no
6,ZPZTBL,dbs-web,text_format,NT,no
6,ZSRWBT,dbs-web,text_plain,NT,no
6,ZSRWBT,dbs-web,text_format,NT,no
6,ZTQTBL,dbs-web,text_format,NT,no
6,ZTQTBL,dbs-web,text_plain,NT,no
6,ZTYTBL,dbs-web,text_format,NTOTP,no
6,ZTYTBL,dbs-web,text_plain,NT,no
7,ZULSAFN2DA,dbp-prod,audio_drama,NT,no
7,ZULSAFN2DA,dbp-prod,audio_drama,NT,no
6,ZYPWBT,dbs-web,text_format,NT,no
6,ZYPWBT,dbs-web,text_plain,NT,no
